epoch, loss, val loss, acc, val acc
0, 2.003900818526745, 1.4290957813461622, 0.3236111176924573, 0.3458333406597376
1, 1.4859981718990538, 1.452422517289718, 0.5425925991187494, 0.5597222272306681
2, 1.4591335217158, 1.4975795278946558, 0.572685190455781, 0.5486111167818308
3, 1.4525639071232743, 1.5341416257123153, 0.583796301484108, 0.5569444496184588
4, 1.4481756045586534, 1.562040585031112, 0.5787037106023895, 0.4847222290933132
5, 1.4452881862719853, 1.5869883266588052, 0.5842592655784554, 0.48611111802359425
6, 1.4468183586994807, 1.6055678144097327, 0.5810185264382097, 0.4847222290933132
7, 1.4431156704823176, 1.6267210712035498, 0.5694444518122408, 0.4777777844419082
8, 1.4448380802240637, 1.6485521428287029, 0.5777777861389849, 0.4805555623024702
9, 1.4436394643452433, 1.66510992522041, 0.5847222304178609, 0.48750000695387524
10, 1.4442077842023637, 1.6829060204327106, 0.5972222296728028, 0.5597222273548444
11, 1.4434102576639918, 1.696221202860276, 0.6041666738688946, 0.5597222273548444
12, 1.4431223891675473, 1.6994234343369803, 0.6101851925253868, 0.5611111159125964
13, 1.4423841503759225, 1.7174885389705499, 0.6115740807520018, 0.5625000047187011
14, 1.4433375468684568, 1.732029424359401, 0.6125000077817175, 0.5611111159125964
15, 1.4426099268926516, 1.7507061483959356, 0.6125000077817175, 0.5541666718820731
16, 1.442655828429593, 1.7663460771242778, 0.6101851926909553, 0.5500000062088172
17, 1.4428849664827188, 1.775749852011601, 0.6134259341491594, 0.5375000060846408
18, 1.442002122518089, 1.790353988111019, 0.6087963045471244, 0.5416666721304257
19, 1.4407089482578965, 1.822296183804671, 0.6097222296728029, 0.5375000060846408
20, 1.4415816387368574, 1.8134185033539931, 0.6175925999879837, 0.5541666718820731
21, 1.4417297969261804, 1.8339596949517727, 0.6231481562058131, 0.5458333394179742
22, 1.4412559596200785, 1.8471395569543043, 0.6092592672341399, 0.5444444506118695
23, 1.4413010920087497, 1.862673789759477, 0.6208333406183455, 0.5500000062088172
24, 1.4409278417627016, 1.8786385469138622, 0.6217592664890819, 0.5500000062088172
25, 1.4405324179679155, 1.8939152459303539, 0.6175925998224152, 0.5458333394179742
26, 1.4387368488642904, 1.9123858620723089, 0.6245370441012912, 0.5388888950149219
27, 1.4406919608099593, 1.9179646452267964, 0.6106481560402446, 0.5388888950149219
28, 1.4403495052208504, 1.930277797828118, 0.6027777853111426, 0.5361111172785361
29, 1.4398421696904633, 1.9481523183484872, 0.6004629712965753, 0.427777786180377
30, 1.439992184854216, 1.960816672941049, 0.5925926023059421, 0.41250000757475697
31, 1.4394003512130844, 1.97265364776055, 0.587962972621123, 0.4041666742414236
32, 1.4408192726886935, 1.9791678823530674, 0.5833333431846566, 0.39305556304752826
33, 1.4384087394095129, 1.9963942679266136, 0.5791666764352057, 0.3944444521019856
34, 1.43736387487087, 2.0221582387884456, 0.5666666761040687, 0.39861111814777056
35, 1.437978957552049, 2.0525875344872473, 0.5583333419428931, 0.39861111814777056
36, 1.4380102656367753, 2.0667323311169943, 0.5662037134170532, 0.4097222292174896
37, 1.4376913939499192, 2.0769531443715095, 0.5629629720416334, 0.46111111640930175
38, 1.4377693170888557, 2.094001250465711, 0.562037046915955, 0.4625000052154064
39, 1.436895976215601, 2.114064285904169, 0.5671296400328477, 0.4180555625508229
