epoch, loss, val loss, acc, val acc
0, 1.6420726680507263, 1.3513611993441978, 0.6555555546035369, 0.7222222288449606
1, 1.2851874469468991, 1.4323826113094886, 0.7481481458577844, 0.7222222288449606
2, 1.2752439515872134, 1.4518535641332468, 0.6967592609425386, 0.6500000044703483
3, 1.2787860124682386, 1.423095100869735, 0.6375000079058939, 0.3875000065813462
4, 1.267382622944812, 1.4639555469155312, 0.6101851923598184, 0.2305555620541175
5, 1.2731542732566594, 1.5286807474990687, 0.5990740767783589, 0.23194445086022217
6, 1.270238893168668, 1.630058096225063, 0.6106481498314275, 0.24305556130905945
7, 1.2576978240162133, 1.6632431339472533, 0.6106481501625644, 0.41388889538745083
8, 1.25502000618726, 1.7214293293654919, 0.5699074118915531, 0.5597222276031971
9, 1.2826230043959286, 1.713127679626147, 0.5662037091536655, 0.4833333410322666
10, 1.2982904385361407, 1.53674852065742, 0.5101851915733682, 0.23194445086022217
11, 1.282483119310604, 1.6765664860606193, 0.5370370459225443, 0.41111112038294473
12, 1.2711778770097428, 2.0368593546872336, 0.5078703760272927, 0.4861111181477706
13, 1.290061044610209, 1.801614490772287, 0.4870370439357228, 0.4375000091890494
14, 1.2819531896048122, 1.889445396574835, 0.4819444523503383, 0.43888889662921426
15, 1.2784409525907703, 1.9113848148534696, 0.547685191531976, 0.344444452598691
16, 1.2621633974835276, 1.901206637484332, 0.6157407444384363, 0.31388889675339066
17, 1.2841855073140727, 1.6812455008427303, 0.7037037058422962, 0.4236111213763555
18, 1.3003965521438254, 1.614375265315175, 0.5620370436873701, 0.26111111578842006
19, 1.3066697193516625, 1.599222415437301, 0.44583333979050316, 0.26111111578842006
20, 1.2910883162170648, 1.6080566195150217, 0.462962968274951, 0.2625000045945247
21, 1.2835595419009527, 1.638772971679767, 0.45555556052260926, 0.4222222324460745
22, 1.2752654962034689, 1.6801271552840868, 0.466666670391957, 0.590277777115504
23, 1.2913761613269648, 1.9400278887401023, 0.393055562592215, 0.4430555565903584
24, 1.320697648699085, 2.232635819166899, 0.4083333418601089, 0.25833333817621074
25, 1.2979946428702938, 2.1198150771359603, 0.3666666747795211, 0.28194444986681144
26, 1.2940022894905674, 2.010739792138338, 0.3629629710896148, 0.28194444986681144
27, 1.2931055307802226, 2.0715553276240826, 0.4356481556677156, 0.25833333817621074
28, 1.305126472024454, 1.9838813900947572, 0.37407408178680474, 0.25833333817621074
29, 1.2932413479520215, 1.8908785375456014, 0.537500006871091, 0.25833333817621074
30, 1.288536988819639, 1.7830730145176252, 0.4532407467977868, 0.25694444924592974
31, 1.2689987964514229, 2.0187821495036284, 0.4004629711310069, 0.4236111213763555
32, 1.2894130007260376, 1.6532283154626688, 0.4814814868072669, 0.25833333817621074
33, 1.2713634739733404, 1.5422552262743314, 0.43287037226061026, 0.2500000049670537
34, 1.2794786081545884, 1.6072999931871892, 0.35740741375419827, 0.28194445284704367
35, 1.2759493944338627, 1.6147590840856234, 0.3351851916975445, 0.27500000819563863
36, 1.271105824266043, 1.6187598340213298, 0.3134259323279063, 0.27083334140479565
37, 1.2688075952749285, 1.6186223489542801, 0.3282407479981581, 0.27083334140479565
38, 1.2650942580774427, 1.6357440508902072, 0.30000000728501214, 0.2597222299625476
39, 1.2670734389167693, 1.65469285796086, 0.2967592667374346, 0.2597222299625476
