epoch, loss, val loss, acc, val acc
0, 2.141555414431625, 1.5621378970642885, 0.20416667088866233, 0.236111115043362
1, 1.7860999010503291, 1.4590778219203153, 0.22685185658435028, 0.27500000422199566
2, 1.6343121610581874, 1.437160066018502, 0.2444444494942824, 0.29166667188207307
3, 1.5749317483769523, 1.4363749099274477, 0.27083333817621075, 0.3125000053395828
4, 1.5407355359858936, 1.475425663838784, 0.2884259308791823, 0.31527778431773185
5, 1.5273170046508313, 1.4441258678833644, 0.26712963473465706, 0.2819444483766953
6, 1.4886610048512618, 1.4161849901080132, 0.2652777821653419, 0.27777778295179206
7, 1.4761097043752671, 1.4068456841011843, 0.2759259302583006, 0.2500000040978193
8, 1.4575212499333752, 1.481875579804182, 0.2907407462596893, 0.3041666727513075
9, 1.4659225770996676, 1.43499663323164, 0.24629630024234453, 0.26111111491918565
10, 1.4561927621563275, 1.41261017943422, 0.26851852325101694, 0.23611111640930177
11, 1.461819992131657, 1.4004693133135637, 0.2606481523149543, 0.2152777827034394
12, 1.4437268667750889, 1.448605381200711, 0.2393518555081553, 0.16805555957059065
13, 1.431071844862567, 1.4354798754056295, 0.25601852329240904, 0.19722222723066807
14, 1.4439753131734, 1.4518713767329852, 0.2587963006976578, 0.19305555981894335
15, 1.4341014884412289, 1.4928305675586064, 0.24953704153498013, 0.21388889340062936
16, 1.4209240879449578, 1.4786609527965386, 0.29259259804255433, 0.19444444825251897
17, 1.4338431581026978, 1.4647883733113607, 0.23333333763811323, 0.2305555599431197
18, 1.4203274325364166, 1.4883246670166652, 0.27824074563880763, 0.2763888946423928
19, 1.4305481406549612, 1.465496059258779, 0.25046296736432444, 0.23750000509123007
20, 1.414563700556755, 1.5186478815972806, 0.25694444883200857, 0.25416667213042576
21, 1.4340031836595801, 1.485345533490181, 0.2435185231682327, 0.2000000045945247
22, 1.423215660535627, 1.5213982383410136, 0.24861111558145946, 0.204166670764486
23, 1.4080892438689867, 1.511914365986983, 0.2699074120571216, 0.2638888942698638
24, 1.4265391901963287, 1.499694652358691, 0.2560185231268406, 0.2000000048428774
25, 1.4202686163286369, 1.491985877851645, 0.25879630119436314, 0.17222222660978634
26, 1.4176582054131561, 1.5081617812315622, 0.22175926350884967, 0.17500000384946665
27, 1.411060529616144, 1.5172682106494904, 0.25138889364898204, 0.1708333369344473
28, 1.3982803631987837, 1.548786349594593, 0.28009259692496724, 0.19305555957059065
29, 1.4235121056437492, 1.4863358182211717, 0.26018518987629147, 0.18333333681027095
30, 1.4274944436219004, 1.453743117551009, 0.24212963419655958, 0.16805556006729602
31, 1.4187470965087414, 1.5368550141652426, 0.23240741135345566, 0.2138888937731584
32, 1.4181803421013885, 1.5286630377173425, 0.24351852320962483, 0.20000000471870105
33, 1.4184906899101204, 1.523940771818161, 0.20092592980298732, 0.1694444477558136
34, 1.4125343046254581, 1.5065519375105698, 0.22222222660978636, 0.19027778220673403
35, 1.418577982733647, 1.5474161222577094, 0.21620370807747047, 0.13055555832882723
36, 1.4212550467915006, 1.5125790561238925, 0.19675926255683104, 0.1166666698952516
37, 1.4042146858241824, 1.5550744146108628, 0.2287037076635493, 0.22222222747902076
38, 1.4264605278770128, 1.5111499808728694, 0.21666667068170176, 0.186111115415891
39, 1.4027278939882915, 1.515469707796971, 0.20879630007677608, 0.14305555944641432
